date,open,high,low,close,volume,adjclose
1993-01-29,43.96875,43.96875,43.75,43.9375,1003200,24.17538833618164
1993-02-01,43.96875,44.25,43.96875,44.25,480500,24.347318649291992
1993-02-02,44.21875,44.375,44.125,44.34375,201300,24.398908615112305
1993-02-03,44.40625,44.84375,44.375,44.8125,529400,24.656814575195312
1993-02-04,44.96875,45.09375,44.46875,45.0,531500,24.75999641418457
1993-02-05,44.96875,45.0625,44.71875,44.96875,492100,24.742807388305664
1993-02-08,44.96875,45.125,44.90625,44.96875,596100,24.742807388305664
1993-02-09,44.8125,44.8125,44.5625,44.65625,122100,24.570852279663086
1993-02-10,44.65625,44.75,44.53125,44.71875,379600,24.605253219604492
1993-02-11,44.78125,45.125,44.78125,44.9375,19500,24.72560691833496
1993-02-12,44.875,44.875,44.59375,44.59375,42500,24.536457061767578
1993-02-16,44.46875,44.46875,43.40625,43.46875,374800,23.917457580566406
1993-02-17,43.46875,43.53125,43.28125,43.4375,210900,23.900266647338867
1993-02-18,43.9375,43.9375,42.8125,43.40625,378100,23.883081436157227
1993-02-19,43.40625,43.5625,43.34375,43.5625,34900,23.969036102294922
1993-02-22,43.6875,43.78125,43.5625,43.71875,513600,24.05503273010254
1993-02-23,43.84375,43.875,43.46875,43.6875,373700,24.0378360748291
1993-02-24,43.71875,44.25,43.71875,44.25,26300,24.347318649291992
1993-02-25,44.21875,44.375,44.125,44.34375,44500,24.398908615112305
1993-02-26,44.4375,44.4375,44.1875,44.40625,66200,24.433300018310547
1993-03-01,44.5625,44.5625,44.21875,44.28125,66500,24.364521026611328
1993-03-02,44.3125,44.9375,44.25,44.9375,182400,24.72560691833496
1993-03-03,45.0,45.15625,44.9375,45.125,280100,24.82876968383789
1993-03-04,45.1875,45.1875,44.875,44.875,89500,24.691225051879883
1993-03-05,44.9375,45.125,44.71875,44.75,40000,24.622426986694336
1993-03-08,44.84375,45.75,44.84375,45.75,50800,25.17265510559082
1993-03-09,45.65625,45.6875,45.5,45.59375,169300,25.086687088012695
1993-03-10,45.59375,45.6875,45.40625,45.6875,194400,25.138280868530273
1993-03-11,45.71875,45.84375,45.5,45.5625,70900,25.069499969482422
1993-03-12,45.1875,45.21875,44.8125,45.09375,643600,24.81157112121582
1993-03-15,45.0625,45.3125,45.0625,45.3125,310800,24.931934356689453
1993-03-16,45.3125,45.4375,45.3125,45.3125,30800,24.931934356689453
1993-03-17,45.25,45.25,44.96875,45.03125,21800,24.777189254760742
1993-03-18,45.21875,45.5,45.21875,45.3125,59300,24.931934356689453
1993-03-19,45.28125,45.28125,45.03125,45.03125,66900,24.894208908081055
1993-03-22,44.59375,44.875,44.5625,44.78125,183400,24.755998611450195
1993-03-23,44.90625,44.9375,44.8125,44.875,55200,24.807828903198242
1993-03-24,44.8125,45.0625,44.59375,44.875,37200,24.807828903198242
1993-03-25,44.90625,45.25,44.84375,45.15625,110100,24.963308334350586
1993-03-26,45.125,45.15625,44.875,44.90625,101500,24.82509422302246
1993-03-29,44.9375,45.3125,44.9375,45.09375,87100,24.928760528564453
1993-03-30,45.15625,45.21875,45.09375,45.21875,56000,24.997859954833984
1993-03-31,45.34375,45.46875,45.1875,45.1875,111600,24.9805908203125
1993-04-01,45.25,45.25,44.9375,45.03125,129500,24.894208908081055
1993-04-02,44.65625,44.65625,44.09375,44.09375,59400,24.37592887878418
1993-04-05,44.4375,44.4375,44.1875,44.3125,172200,24.49687385559082
1993-04-06,44.40625,44.40625,44.0625,44.1875,129700,24.427749633789062
1993-04-07,44.25,44.34375,44.15625,44.34375,28000,24.51413917541504
1993-04-08,44.53125,44.53125,44.09375,44.28125,180800,24.479585647583008
1993-04-12,44.71875,44.9375,44.65625,44.90625,348500,24.82509422302246
1993-04-13,44.875,45.15625,44.84375,45.0,146100,24.876930236816406
1993-04-14,45.03125,45.0625,44.90625,44.9375,119600,24.84236717224121
1993-04-15,44.90625,45.03125,44.75,44.9375,148600,24.84236717224121
1993-04-16,44.96875,45.03125,44.875,44.9375,47900,24.84236717224121
1993-04-19,44.9375,45.0625,44.71875,44.75,157000,24.73872947692871
1993-04-20,44.6875,44.75,44.25,44.53125,279500,24.6177921295166
1993-04-21,44.625,44.625,44.375,44.5,67900,24.600515365600586
1993-04-22,44.3125,44.6875,43.9375,43.9375,97700,24.289552688598633
1993-04-23,43.84375,43.96875,43.6875,43.75,106000,24.185909271240234
1993-04-26,43.78125,43.9375,43.28125,43.40625,62600,23.995880126953125
1993-04-27,43.34375,43.875,43.34375,43.875,156800,24.255008697509766
1993-04-28,43.8125,43.90625,43.71875,43.78125,85900,24.203170776367188
1993-04-29,43.875,43.96875,43.625,43.96875,85000,24.306838989257812
1993-04-30,44.125,44.28125,44.03125,44.03125,88500,24.341379165649414
1993-05-03,44.09375,44.3125,43.90625,44.3125,80500,24.49687385559082
1993-05-04,44.40625,44.625,44.34375,44.46875,149100,24.58323860168457
1993-05-05,44.46875,44.75,44.46875,44.59375,109000,24.65235137939453
1993-05-06,44.53125,44.5625,44.40625,44.4375,54700,24.565961837768555
1993-05-07,44.46875,44.46875,44.28125,44.34375,68000,24.51413917541504
1993-05-10,44.40625,44.6875,44.40625,44.4375,113900,24.565961837768555
1993-05-11,44.4375,44.625,44.3125,44.625,42600,24.66962432861328
1993-05-12,44.4375,44.59375,44.4375,44.5625,31000,24.63507652282715
1993-05-13,44.375,44.375,44.0,44.03125,129100,24.341379165649414
1993-05-14,44.03125,44.15625,43.96875,44.0,63500,24.324121475219727
1993-05-17,44.125,44.15625,43.9375,44.15625,34000,24.41047477722168
1993-05-18,44.1875,44.21875,43.96875,44.125,105200,24.393218994140625
1993-05-19,44.125,45.03125,43.84375,45.03125,50200,24.894208908081055
1993-05-20,45.03125,45.15625,44.9375,45.15625,98200,24.963308334350586
1993-05-21,45.1875,45.25,44.71875,44.75,221400,24.73872947692871
1993-05-24,44.84375,45.09375,44.84375,44.9375,30500,24.84236717224121
1993-05-25,45.125,45.125,45.03125,45.03125,191800,24.894208908081055
1993-05-26,45.15625,45.625,45.125,45.59375,102400,25.20516014099121
1993-05-27,45.65625,45.65625,45.375,45.4375,53800,25.118791580200195
1993-05-28,45.40625,45.40625,45.0,45.21875,79100,24.997859954833984
1993-06-01,45.375,45.8125,45.3125,45.65625,28300,25.239709854125977
1993-06-02,45.53125,45.75,45.34375,45.59375,20300,25.20516014099121
1993-06-03,45.5,45.5,45.34375,45.4375,21600,25.118791580200195
1993-06-04,45.3125,45.3125,45.09375,45.28125,32000,25.032405853271484
1993-06-07,45.375,45.375,45.125,45.125,121400,24.946043014526367
1993-06-08,45.0,45.0,44.71875,44.71875,104500,24.72144317626953
1993-06-09,44.875,45.0625,44.8125,44.875,43300,24.807828903198242
1993-06-10,44.84375,44.9375,44.75,44.90625,17900,24.82509422302246
1993-06-11,45.0625,45.15625,44.90625,45.09375,647400,24.928760528564453
1993-06-14,45.15625,45.1875,45.03125,45.03125,64200,24.894208908081055
1993-06-15,45.09375,45.125,44.9375,44.9375,142400,24.84236717224121
1993-06-16,44.9375,45.03125,44.8125,45.03125,330900,24.894208908081055
1993-06-17,45.125,45.1875,45.03125,45.1875,37400,24.9805908203125
1993-06-18,44.84375,44.84375,44.5,44.5,58500,24.774871826171875
1993-06-21,44.625,44.625,44.53125,44.59375,29300,24.827070236206055
1993-06-22,44.65625,44.65625,44.5625,44.625,137500,24.844453811645508
1993-06-23,44.625,44.625,44.21875,44.21875,227600,24.618289947509766
1993-06-24,44.34375,44.8125,44.34375,44.8125,243700,24.948848724365234
1993-06-25,44.78125,44.90625,44.75,44.78125,44800,24.93145179748535
1993-06-28,45.0,45.28125,44.9375,45.28125,439900,25.20981788635254
1993-06-29,45.21875,45.21875,45.0,45.0625,207500,25.088045120239258
