date,close
1993-06-18,44.5
1993-06-21,44.59375
1993-06-22,44.625
1993-06-23,44.21875
1993-06-24,44.8125
1993-06-25,44.78125
1993-06-28,45.28125
1993-06-29,45.0625
1993-06-30,45.0625
1993-07-01,44.9375
1993-07-02,44.6875
1993-07-06,44.21875
1993-07-07,44.34375
1993-07-08,44.84375
1993-07-09,44.96875
1993-07-12,44.9375
1993-07-13,44.90625
1993-07-14,45.0625
1993-07-15,44.875
1993-07-16,44.75
1993-07-19,44.71875
1993-07-20,44.84375
1993-07-21,44.8125
1993-07-22,44.5
1993-07-23,44.71875
1993-07-26,44.96875
1993-07-27,44.9375
1993-07-28,44.84375
1993-07-29,45.09375
1993-07-30,44.84375
1993-08-02,44.96875
1993-08-03,45.0
1993-08-04,45.0
1993-08-05,44.90625
1993-08-06,44.96875
1993-08-09,45.21875
1993-08-10,45.1875
1993-08-11,45.1875
1993-08-12,45.0625
1993-08-13,45.125
1993-08-16,45.375
1993-08-17,45.53125
1993-08-18,45.78125
1993-08-19,45.78125
1993-08-20,45.8125
1993-08-23,45.71875
1993-08-24,46.21875
1993-08-25,46.25
1993-08-26,46.28125
1993-08-27,46.25
1993-08-30,46.4375
1993-08-31,46.5625
1993-09-01,46.5
1993-09-02,46.34375
1993-09-03,46.375
1993-09-07,46.0625
1993-09-08,45.90625
1993-09-09,46.0
1993-09-10,46.40625
1993-09-13,46.4375
1993-09-14,46.25
1993-09-15,46.375
1993-09-16,46.1875
1993-09-17,45.8125
1993-09-20,45.4375
1993-09-21,45.28125
1993-09-22,45.65625
1993-09-23,45.90625
1993-09-24,45.78125
1993-09-27,46.28125
1993-09-28,46.1875
1993-09-29,46.03125
1993-09-30,45.9375
1993-10-01,46.15625
1993-10-04,46.21875
1993-10-05,46.15625
1993-10-06,46.125
1993-10-07,46.0
1993-10-08,46.0625
1993-10-11,46.15625
1993-10-12,46.21875
1993-10-13,46.21875
1993-10-14,46.8125
1993-10-15,47.0625
1993-10-18,46.9375
1993-10-19,46.59375
1993-10-20,46.65625
1993-10-21,46.59375
1993-10-22,46.375
1993-10-25,46.5
1993-10-26,46.46875
1993-10-27,46.5
1993-10-28,46.84375
1993-10-29,46.84375
1993-11-01,46.96875
1993-11-02,46.9375
1993-11-03,46.34375
1993-11-04,45.84375
1993-11-05,46.0625
1993-11-08,46.125
1993-11-09,46.15625
1993-11-10,46.5
1993-11-11,46.375
1993-11-12,46.59375
1993-11-15,46.5625
1993-11-16,46.78125
1993-11-17,46.53125
1993-11-18,46.40625
1993-11-19,46.3125
1993-11-22,46.03125
1993-11-23,46.28125
1993-11-24,46.46875
1993-11-26,46.5
1993-11-29,46.3125
1993-11-30,46.34375
1993-12-01,46.40625
1993-12-02,46.53125
1993-12-03,46.71875
1993-12-06,46.875
1993-12-07,46.84375
1993-12-08,46.84375
1993-12-09,46.6875
1993-12-10,46.59375
1993-12-13,46.875
1993-12-14,46.53125
1993-12-15,46.46875
1993-12-16,46.625
1993-12-17,46.5625
1993-12-20,46.625
1993-12-21,46.46875
1993-12-22,46.78125
1993-12-23,46.75
1993-12-27,47.0
1993-12-28,47.09375
1993-12-29,47.03125
1993-12-30,46.84375
1993-12-31,46.59375
1994-01-03,46.46875
1994-01-04,46.65625
1994-01-05,46.75
1994-01-06,46.75
1994-01-07,47.03125
1994-01-10,47.59375
1994-01-11,47.5
1994-01-12,47.34375
1994-01-13,47.21875
1994-01-14,47.40625
1994-01-17,47.40625
1994-01-18,47.46875
1994-01-19,47.34375
1994-01-20,47.46875
1994-01-21,47.375
1994-01-24,47.1875
1994-01-25,47.1875
1994-01-26,47.3125
1994-01-27,47.75
1994-01-28,47.875
1994-01-31,48.21875
1994-02-01,47.96875
1994-02-02,48.28125
1994-02-03,48.0625
1994-02-04,46.96875
1994-02-07,47.1875
1994-02-08,47.21875
1994-02-09,47.40625
1994-02-10,47.0
1994-02-11,47.15625
1994-02-14,47.21875
1994-02-15,47.46875
1994-02-16,47.4375
1994-02-17,47.15625
1994-02-18,46.875
1994-02-22,47.34375
1994-02-23,47.21875
1994-02-24,46.59375
1994-02-25,46.8125
1994-02-28,46.8125
1994-03-01,46.625
1994-03-02,46.6875
1994-03-03,46.5625
1994-03-04,46.6875
1994-03-07,46.9375
1994-03-08,46.75
1994-03-09,46.96875
1994-03-10,46.59375
1994-03-11,46.84375
1994-03-14,46.90625
1994-03-15,46.875
1994-03-16,47.25
1994-03-17,47.25
1994-03-18,46.96875
1994-03-21,46.84375
1994-03-22,46.96875
1994-03-23,46.9375
1994-03-24,46.375
1994-03-25,45.9375
1994-03-28,46.0
1994-03-29,45.09375
1994-03-30,44.46875
1994-03-31,44.59375
1994-04-04,43.90625
1994-04-05,44.8125
1994-04-06,44.8125
1994-04-07,45.03125
1994-04-08,44.6875
1994-04-11,44.875
1994-04-12,44.8125
1994-04-13,44.578125
1994-04-14,44.59375
1994-04-15,44.59375
1994-04-18,44.296875
1994-04-19,44.359375
1994-04-20,44.3125
1994-04-21,44.90625
1994-04-22,44.859375
1994-04-25,45.328125
1994-04-26,45.28125
1994-04-28,44.953125
1994-04-29,45.09375
1994-05-02,45.375
1994-05-03,45.328125
1994-05-04,45.25
1994-05-05,45.1875
1994-05-06,44.75
1994-05-09,44.359375
1994-05-10,44.703125
1994-05-11,44.296875
1994-05-12,44.515625
1994-05-13,44.515625
1994-05-16,44.53125
1994-05-17,45.1875
1994-05-18,45.515625
1994-05-19,45.734375
1994-05-20,45.5625
1994-05-23,45.484375
1994-05-24,45.671875
1994-05-25,45.796875
1994-05-26,45.828125
1994-05-27,45.875
1994-05-31,45.8125
1994-06-01,46.015625
1994-06-02,45.96875
1994-06-03,46.234375
1994-06-06,46.21875
1994-06-07,46.15625
1994-06-08,45.78125
1994-06-09,46.03125
1994-06-10,46.109375
1994-06-13,46.171875
1994-06-14,46.53125
1994-06-15,46.34375
1994-06-16,46.4375
1994-06-17,45.875
1994-06-20,45.484375
1994-06-21,45.09375
1994-06-22,45.265625
1994-06-23,45.0
1994-06-24,44.0625
1994-06-27,44.828125
1994-06-28,44.609375
1994-06-29,44.75
1994-06-30,44.46875
1994-07-01,44.5625
1994-07-05,44.796875
1994-07-06,44.734375
1994-07-07,44.921875
1994-07-08,44.90625
1994-07-11,44.75
1994-07-12,44.8125
1994-07-13,44.890625
1994-07-14,45.375
1994-07-15,45.390625
1994-07-18,45.46875
1994-07-19,45.375
1994-07-20,45.171875
1994-07-21,45.265625
1994-07-22,45.34375
1994-07-25,45.40625
1994-07-26,45.359375
1994-07-27,45.359375
1994-07-28,45.453125
1994-07-29,45.90625
1994-08-01,46.125
1994-08-02,46.1875
1994-08-03,46.203125
1994-08-04,45.9375
1994-08-05,45.78125
1994-08-08,45.890625
1994-08-09,45.96875
1994-08-10,46.140625
1994-08-11,45.96875
1994-08-12,46.328125
1994-08-15,46.3125
1994-08-16,46.640625
1994-08-17,46.609375
1994-08-18,46.453125
1994-08-19,46.421875
1994-08-22,46.375
1994-08-23,46.640625
1994-08-24,47.140625
1994-08-25,47.015625
1994-08-26,47.6875
1994-08-29,47.65625
1994-08-30,47.78125
1994-08-31,47.65625
1994-09-01,47.5
1994-09-02,47.296875
1994-09-06,47.3125
1994-09-07,47.265625
1994-09-08,47.5
1994-09-09,47.0
1994-09-12,46.859375
1994-09-13,47.0
1994-09-14,47.046875
1994-09-15,47.640625
1994-09-16,47.015625
1994-09-19,47.0625
1994-09-20,46.171875
1994-09-21,46.171875
1994-09-22,46.0625
1994-09-23,45.90625
1994-09-26,46.140625
1994-09-27,46.109375
1994-09-28,46.46875
1994-09-29,46.234375
1994-09-30,46.171875
1994-10-03,46.0625
1994-10-04,45.375
1994-10-05,45.390625
1994-10-06,45.25
1994-10-07,45.453125
1994-10-10,45.9375
1994-10-11,46.625
1994-10-12,46.6875
1994-10-13,46.84375
1994-10-14,47.046875
1994-10-17,46.953125
1994-10-18,46.84375
1994-10-19,47.0625
1994-10-20,46.75
1994-10-21,46.5625
1994-10-24,46.171875
1994-10-25,46.21875
1994-10-26,46.390625
1994-10-27,46.671875
1994-10-28,47.65625
1994-10-31,47.484375
1994-11-01,46.953125
1994-11-02,46.6875
1994-11-03,46.9375
1994-11-04,46.328125
1994-11-07,46.46875
1994-11-08,46.828125
1994-11-09,46.90625
1994-11-10,46.578125
1994-11-11,46.40625
1994-11-14,46.84375
1994-11-15,46.6875
1994-11-16,46.84375
1994-11-17,46.53125
1994-11-18,46.46875
1994-11-21,46.0
1994-11-22,45.0
1994-11-23,45.25
1994-11-25,45.46875
1994-11-28,45.671875
1994-11-29,45.65625
1994-11-30,45.59375
1994-12-01,45.140625
1994-12-02,45.5625
1994-12-05,45.609375
1994-12-06,45.640625
1994-12-07,45.3125
1994-12-08,44.875
1994-12-09,45.046875
1994-12-12,45.34375
1994-12-13,45.515625
1994-12-14,45.75
1994-12-15,45.890625
1994-12-16,45.75
1994-12-19,45.8125
1994-12-20,45.671875
1994-12-21,46.15625
1994-12-22,46.015625
1994-12-23,46.0625
1994-12-27,46.3125
1994-12-28,46.078125
1994-12-29,46.109375
1994-12-30,45.5625
1995-01-03,45.78125
1995-01-04,46.0
1995-01-05,46.0
1995-01-06,46.046875
1995-01-09,46.09375
1995-01-10,46.140625
1995-01-11,46.171875
1995-01-12,46.1875
1995-01-13,46.734375
1995-01-16,47.015625
1995-01-17,47.03125
1995-01-18,46.984375
1995-01-19,46.71875
1995-01-20,46.546875
1995-01-23,46.6875
1995-01-24,46.75
1995-01-25,46.875
1995-01-26,46.921875
1995-01-27,47.109375
1995-01-30,46.90625
1995-01-31,47.09375
1995-02-01,47.078125
1995-02-02,47.359375
1995-02-03,48.03125
1995-02-06,48.234375
1995-02-07,48.296875
1995-02-08,48.296875
1995-02-09,48.296875
1995-02-10,48.359375
1995-02-13,48.375
1995-02-14,48.4375
1995-02-15,48.703125
1995-02-16,48.640625
1995-02-17,48.453125
1995-02-21,48.4375
1995-02-22,48.796875
1995-02-23,48.875
1995-02-24,49.0
1995-02-27,48.609375
1995-02-28,49.015625
1995-03-01,48.703125
1995-03-02,48.765625
1995-03-03,48.78125
1995-03-06,48.8125
1995-03-07,48.4375
1995-03-08,48.5625
1995-03-09,48.546875
1995-03-10,49.265625
1995-03-13,49.21875
1995-03-14,49.578125
1995-03-15,49.484375
1995-03-16,49.78125
1995-03-17,49.5625
1995-03-20,49.5625
1995-03-21,49.4375
1995-03-22,49.484375
1995-03-23,49.515625
1995-03-24,50.21875
1995-03-27,50.421875
1995-03-28,50.421875
1995-03-29,50.40625
1995-03-30,50.3125
1995-03-31,50.109375
1995-04-03,50.234375
1995-04-04,50.5625
1995-04-05,50.5625
1995-04-06,50.75
1995-04-07,50.703125
1995-04-10,50.796875
1995-04-11,50.625
1995-04-12,50.796875
1995-04-13,51.078125
1995-04-17,50.78125
1995-04-18,50.609375
1995-04-19,50.5625
1995-04-20,50.640625
1995-04-21,50.890625
1995-04-24,51.484375
1995-04-25,51.34375
1995-04-26,51.390625
1995-04-27,51.515625
1995-04-28,51.59375
1995-05-01,51.453125
1995-05-02,51.5625
1995-05-03,52.28125
1995-05-04,52.25
1995-05-05,52.1875
1995-05-08,52.5625
1995-05-09,52.515625
1995-05-10,52.578125
1995-05-11,52.71875
1995-05-12,52.75
1995-05-15,53.0
1995-05-16,53.03125
1995-05-17,52.828125
1995-05-18,52.0625
1995-05-19,52.09375
1995-05-22,52.671875
1995-05-23,53.15625
1995-05-24,53.125
1995-05-25,53.171875
1995-05-26,52.5625
1995-05-30,52.546875
1995-05-31,53.640625
1995-06-01,53.5
1995-06-02,53.546875
1995-06-05,53.875
1995-06-06,53.78125
1995-06-07,53.5
1995-06-08,53.375
1995-06-09,53.0625
1995-06-12,53.359375
1995-06-13,53.9375
1995-06-14,53.890625
1995-06-15,54.125
1995-06-16,53.96875
1995-06-19,54.578125
1995-06-20,54.4375
1995-06-21,54.40625
1995-06-22,55.125
1995-06-23,55.015625
1995-06-26,54.359375
1995-06-27,54.25
1995-06-28,54.53125
1995-06-29,54.4375
1995-06-30,54.40625
1995-07-03,54.609375
1995-07-05,54.8125
1995-07-06,55.515625
1995-07-07,55.765625
1995-07-10,55.796875
1995-07-11,55.53125
1995-07-12,56.21875
1995-07-13,56.09375
1995-07-14,56.046875
1995-07-17,56.359375
1995-07-18,55.875
1995-07-19,55.265625
1995-07-20,55.46875
1995-07-21,55.40625
1995-07-24,55.8125
1995-07-25,56.234375
1995-07-26,56.1875
1995-07-27,56.65625
1995-07-28,56.296875
1995-07-31,56.15625
1995-08-01,56.0625
1995-08-02,55.9375
1995-08-03,55.921875
1995-08-04,55.984375
1995-08-07,56.109375
1995-08-08,56.109375
1995-08-09,56.09375
1995-08-10,55.96875
1995-08-11,55.65625
1995-08-14,56.15625
1995-08-15,56.046875
1995-08-16,56.203125
1995-08-17,56.109375
1995-08-18,56.171875
1995-08-21,56.015625
1995-08-22,56.125
1995-08-23,55.921875
1995-08-24,55.984375
1995-08-25,56.296875
1995-08-28,56.09375
1995-08-29,56.234375
1995-08-30,56.359375
1995-08-31,56.40625
1995-09-01,56.65625
1995-09-05,57.1875
1995-09-06,57.296875
1995-09-07,57.328125
1995-09-08,57.546875
1995-09-11,57.703125
1995-09-12,57.96875
1995-09-13,58.234375
1995-09-14,58.765625
1995-09-15,58.4375
1995-09-18,58.21875
1995-09-19,58.5
1995-09-20,58.78125
1995-09-21,58.296875
1995-09-22,58.3125
1995-09-25,58.21875
1995-09-26,58.203125
1995-09-27,58.15625
1995-09-28,58.59375
1995-09-29,58.484375
1995-10-02,58.1875
1995-10-03,58.25
1995-10-04,58.1875
1995-10-05,58.359375
1995-10-06,58.40625
1995-10-09,57.921875
1995-10-10,57.890625
1995-10-11,58.078125
1995-10-12,58.4375
1995-10-13,58.625
1995-10-16,58.34375
1995-10-17,58.734375
1995-10-18,58.90625
1995-10-19,59.1875
1995-10-20,58.828125
1995-10-23,58.703125
1995-10-24,58.765625
1995-10-25,58.28125
1995-10-26,57.75
1995-10-27,58.1875
1995-10-30,58.5625
1995-10-31,58.3125
1995-11-01,58.78125
1995-11-02,59.15625
1995-11-03,59.234375
1995-11-06,59.03125
1995-11-07,58.8125
1995-11-08,59.34375
1995-11-09,59.5625
1995-11-10,59.53125
1995-11-13,59.46875
1995-11-14,59.078125
1995-11-15,59.671875
1995-11-16,60.0
1995-11-17,60.1875
1995-11-20,59.875
1995-11-21,60.359375
1995-11-22,60.171875
1995-11-24,60.328125
1995-11-27,60.34375
1995-11-28,60.984375
1995-11-29,61.046875
1995-11-30,60.90625
1995-12-01,60.984375
1995-12-04,61.734375
1995-12-05,62.140625
1995-12-06,62.28125
1995-12-07,61.953125
1995-12-08,62.15625
1995-12-11,62.421875
1995-12-12,62.234375
1995-12-13,62.625
1995-12-14,62.171875
1995-12-15,61.8125
1995-12-18,60.625
1995-12-19,61.265625
1995-12-20,60.671875
1995-12-21,60.984375
1995-12-22,61.203125
1995-12-26,61.5
1995-12-27,61.46875
1995-12-28,61.40625
1995-12-29,61.484375
1996-01-02,62.140625
1996-01-03,62.3125
1996-01-04,61.71875
1996-01-05,61.59375
1996-01-08,61.828125
1996-01-09,60.765625
1996-01-10,59.96875
1996-01-11,60.328125
1996-01-12,60.234375
1996-01-15,60.109375
1996-01-16,60.84375
1996-01-17,60.65625
1996-01-18,60.859375
1996-01-19,61.265625
1996-01-22,61.28125
1996-01-23,61.421875
1996-01-24,61.921875
1996-01-25,61.703125
1996-01-26,62.234375
1996-01-29,62.484375
1996-01-30,63.015625
1996-01-31,63.671875
1996-02-01,63.90625
1996-02-02,63.640625
1996-02-05,64.15625
1996-02-06,64.765625
1996-02-07,65.140625
1996-02-08,65.84375
1996-02-09,65.828125
1996-02-12,66.328125
1996-02-13,66.1875
1996-02-14,65.609375
1996-02-15,65.203125
1996-02-16,64.9375
1996-02-20,64.296875
1996-02-21,65.09375
1996-02-22,66.125
1996-02-23,65.9375
1996-02-26,65.0
1996-02-27,64.796875
1996-02-28,64.5
1996-02-29,63.875
1996-03-01,64.890625
1996-03-04,65.265625
1996-03-05,65.875
1996-03-06,65.296875
1996-03-07,65.625
1996-03-08,63.5
1996-03-11,64.234375
1996-03-12,63.734375
1996-03-13,64.171875
1996-03-14,64.453125
1996-03-15,64.125
1996-03-18,65.359375
1996-03-19,65.21875
1996-03-20,65.140625
1996-03-21,64.984375
1996-03-22,65.15625
1996-03-25,65.03125
1996-03-26,65.34375
1996-03-27,64.75
1996-03-28,65.0
1996-03-29,64.6875
1996-04-01,65.4375
1996-04-02,65.5625
1996-04-03,65.5625
1996-04-04,65.515625
1996-04-08,64.390625
1996-04-09,64.140625
1996-04-10,63.0
1996-04-11,62.921875
1996-04-12,63.71875
1996-04-15,64.25
1996-04-16,64.4375
1996-04-17,64.28125
1996-04-18,64.375
1996-04-19,64.53125
1996-04-22,65.03125
1996-04-23,65.234375
1996-04-24,65.0
1996-04-25,65.296875
1996-04-26,65.4375
1996-04-29,65.4375
1996-04-30,65.390625
1996-05-01,65.53125
1996-05-02,64.40625
1996-05-03,64.3125
1996-05-06,64.25
1996-05-07,63.984375
1996-05-08,64.78125
1996-05-09,64.734375
1996-05-10,65.375
1996-05-13,66.359375
1996-05-14,66.765625
1996-05-15,66.6875
1996-05-16,66.828125
1996-05-17,67.1875
1996-05-20,67.640625
1996-05-21,67.546875
1996-05-22,68.1875
1996-05-23,67.90625
1996-05-24,68.171875
1996-05-28,67.484375
1996-05-29,67.03125
1996-05-30,67.375
1996-05-31,66.875
1996-06-03,67.0625
1996-06-04,67.53125
1996-06-05,68.125
1996-06-06,67.625
1996-06-07,67.625
1996-06-10,67.40625
1996-06-11,67.34375
1996-06-12,67.21875
1996-06-13,67.21875
1996-06-14,66.9375
1996-06-17,66.890625
1996-06-18,66.34375
1996-06-19,66.640625
1996-06-20,66.59375
1996-06-21,66.8125
1996-06-24,66.9375
1996-06-25,66.859375
1996-06-26,66.40625
1996-06-27,66.875
1996-06-28,67.109375
1996-07-01,67.6875
1996-07-02,67.4375
1996-07-03,67.296875
1996-07-05,65.578125
1996-07-08,65.3125
1996-07-09,65.578125
1996-07-10,65.84375
1996-07-11,64.515625
1996-07-12,64.5625
1996-07-15,62.65625
1996-07-16,62.8125
1996-07-17,63.5625
1996-07-18,64.4375
1996-07-19,63.96875
1996-07-22,63.5
1996-07-23,62.6875
1996-07-24,62.8125
1996-07-25,63.375
1996-07-26,63.71875
1996-07-29,63.015625
1996-07-30,63.625
1996-07-31,64.09375
1996-08-01,65.15625
1996-08-02,66.5625
1996-08-05,66.171875
1996-08-06,66.375
1996-08-07,66.546875
1996-08-08,66.4375
1996-08-09,66.21875
1996-08-12,66.703125
1996-08-13,66.171875
1996-08-14,66.40625
1996-08-15,66.28125
1996-08-16,66.84375
1996-08-19,66.875
1996-08-20,66.828125
1996-08-21,66.59375
1996-08-22,67.21875
1996-08-23,66.859375
1996-08-26,66.53125
1996-08-27,66.78125
1996-08-28,66.671875
1996-08-29,66.015625
1996-08-30,65.328125
1996-09-03,65.75
1996-09-04,65.8125
1996-09-05,65.015625
1996-09-06,65.9375
1996-09-09,66.71875
1996-09-10,66.6875
1996-09-11,67.0625
1996-09-12,67.53125
1996-09-13,68.5625
1996-09-16,68.8125
1996-09-17,68.65625
1996-09-18,68.484375
1996-09-19,68.75
1996-09-20,68.640625
1996-09-23,68.625
1996-09-24,68.609375
1996-09-25,68.65625
1996-09-26,68.625
1996-09-27,68.6875
1996-09-30,68.625
1996-10-01,69.0
1996-10-02,69.46875
1996-10-03,69.40625
1996-10-04,70.34375
1996-10-07,70.421875
1996-10-08,70.140625
1996-10-09,69.59375
1996-10-10,69.453125
1996-10-11,70.3125
1996-10-14,70.40625
1996-10-15,70.3125
1996-10-16,70.65625
1996-10-17,70.84375
1996-10-18,71.21875
1996-10-21,71.125
1996-10-22,70.625
1996-10-23,70.859375
1996-10-24,70.25
1996-10-25,70.3125
1996-10-28,69.84375
1996-10-29,70.40625
1996-10-30,70.171875
1996-10-31,70.84375
1996-11-01,70.59375
1996-11-04,71.0625
1996-11-05,71.46875
1996-11-06,72.84375
1996-11-07,73.015625
1996-11-08,73.421875
1996-11-11,73.34375
1996-11-12,73.125
1996-11-13,73.453125
1996-11-14,73.9375
1996-11-15,74.03125
1996-11-18,74.046875
1996-11-19,74.578125
1996-11-20,74.703125
1996-11-21,74.59375
1996-11-22,75.171875
1996-11-25,76.125
1996-11-26,75.875
1996-11-27,75.734375
1996-11-29,76.015625
1996-12-02,76.046875
1996-12-03,74.75
1996-12-04,74.953125
1996-12-05,74.75
1996-12-06,74.3125
1996-12-09,75.40625
1996-12-10,75.046875
1996-12-11,74.359375
1996-12-12,73.125
1996-12-13,73.3125
1996-12-16,72.375
1996-12-17,72.953125
1996-12-18,73.53125
1996-12-19,75.046875
1996-12-20,74.84375
1996-12-23,74.65625
1996-12-24,75.203125
1996-12-26,75.78125
1996-12-27,75.875
1996-12-30,75.21875
1996-12-31,73.84375
1997-01-02,74.03125
1997-01-03,75.09375
1997-01-06,74.4375
1997-01-07,75.34375
1997-01-08,74.6875
1997-01-09,75.3125
1997-01-10,76.125
1997-01-13,76.015625
1997-01-14,76.96875
1997-01-15,76.78125
1997-01-16,77.09375
1997-01-17,77.5625
1997-01-20,77.65625
1997-01-21,78.28125
1997-01-22,78.84375
1997-01-23,77.75
1997-01-24,76.75
1997-01-27,76.53125
1997-01-28,76.75
1997-01-29,77.5
1997-01-30,78.5
1997-01-31,78.40625
1997-02-03,78.640625
1997-02-04,79.125
1997-02-05,77.640625
1997-02-06,78.15625
1997-02-07,79.21875
1997-02-10,78.46875
1997-02-11,79.375
1997-02-12,80.5
1997-02-13,81.375
1997-02-14,81.1875
1997-02-18,81.875
1997-02-19,81.328125
1997-02-20,80.34375
1997-02-21,80.375
1997-02-24,81.328125
1997-02-25,81.390625
1997-02-26,80.59375
1997-02-27,79.390625
1997-02-28,79.15625
1997-03-03,79.6875
1997-03-04,79.25
1997-03-05,80.59375
1997-03-06,80.125
1997-03-07,80.84375
1997-03-10,81.6875
1997-03-11,81.25
1997-03-12,80.53125
1997-03-13,79.28125
1997-03-14,79.6875
1997-03-17,79.90625
1997-03-18,79.046875
1997-03-19,78.78125
1997-03-20,78.375
1997-03-21,78.4375
1997-03-24,79.53125
1997-03-25,78.75
1997-03-26,79.09375
1997-03-27,77.0
1997-03-31,75.375
1997-04-01,75.859375
1997-04-02,74.5
1997-04-03,74.90625
1997-04-04,75.84375
1997-04-07,76.140625
1997-04-08,76.6875
1997-04-09,76.0625
1997-04-10,75.78125
1997-04-11,73.375
1997-04-14,74.359375
1997-04-15,75.625
1997-04-16,76.5
1997-04-17,76.1875
1997-04-18,76.5625
1997-04-21,76.0625
1997-04-22,77.734375
1997-04-23,77.8125
1997-04-24,77.421875
1997-04-25,76.53125
1997-04-28,77.28125
1997-04-29,79.71875
1997-04-30,80.09375
1997-05-01,80.0
1997-05-02,81.4375
1997-05-05,83.375
1997-05-06,83.3125
1997-05-07,81.5
1997-05-08,82.0625
1997-05-09,82.625
1997-05-12,84.0
1997-05-13,83.65625
1997-05-14,83.8125
1997-05-15,84.375
1997-05-16,83.21875
1997-05-19,83.46875
1997-05-20,84.46875
1997-05-21,84.28125
1997-05-22,84.0
1997-05-23,84.78125
1997-05-27,85.125
1997-05-28,85.109375
1997-05-29,84.609375
1997-05-30,85.15625
1997-06-02,84.78125
1997-06-03,84.5
1997-06-04,84.40625
1997-06-05,84.71875
1997-06-06,86.375
1997-06-09,86.8125
1997-06-10,87.078125
1997-06-11,87.28125
1997-06-12,88.96875
1997-06-13,89.71875
1997-06-16,89.75
1997-06-17,89.625
1997-06-18,89.3125
1997-06-19,90.234375
1997-06-20,89.578125
1997-06-23,87.40625
1997-06-24,89.625
1997-06-25,89.0
1997-06-26,88.5625
1997-06-27,88.90625
1997-06-30,88.3125
1997-07-01,89.34375
1997-07-02,90.8125
1997-07-03,92.0625
1997-07-07,91.125
1997-07-08,92.078125
1997-07-09,91.0625
1997-07-10,91.46875
1997-07-11,91.78125
1997-07-14,92.0625
1997-07-15,92.53125
1997-07-16,93.75
1997-07-17,93.28125
1997-07-18,91.296875
1997-07-21,91.3125
1997-07-22,93.734375
1997-07-23,93.65625
1997-07-24,94.09375
1997-07-25,94.03125
1997-07-28,93.96875
1997-07-29,94.28125
1997-07-30,95.40625
1997-07-31,95.3125
1997-08-01,94.9375
1997-08-04,95.1875
1997-08-05,95.25
1997-08-06,96.03125
1997-08-07,95.3125
1997-08-08,93.375
1997-08-11,94.0625
1997-08-12,92.5625
1997-08-13,92.28125
1997-08-14,92.625
1997-08-15,89.78125
1997-08-18,91.78125
1997-08-19,92.84375
1997-08-20,94.25
1997-08-21,92.59375
1997-08-22,92.5625
1997-08-25,92.21875
1997-08-26,90.859375
1997-08-27,91.40625
1997-08-28,90.015625
1997-08-29,90.375
1997-09-02,93.3125
1997-09-03,92.8125
1997-09-04,93.40625
1997-09-05,93.140625
1997-09-08,93.546875
1997-09-09,93.59375
1997-09-10,91.65625
1997-09-11,91.1875
1997-09-12,92.65625
1997-09-15,92.5
1997-09-16,94.8125
1997-09-17,94.8125
1997-09-18,95.21875
1997-09-19,95.03125
1997-09-22,95.5625
1997-09-23,95.125
1997-09-24,94.34375
1997-09-25,93.6875
1997-09-26,94.46875
1997-09-29,95.375
1997-09-30,94.375
1997-10-01,95.625
1997-10-02,96.15625
1997-10-03,96.640625
