,Especie,Ticker,Spot,Moneyness,CallPut,Strike,TTM,impliedVolatility,Last,Bid,Ask,Avg,Tasa,Div,Precio_BS,Precio_BIN
145,TSLA220826P00800000,TSLA,911.8701171875,1.139837646484375,P,800.0,8,0.5473678076171876,2.03,2.03,2.06,2.045,0.0008931521739130434,0.0,1.5501928948763535,1.5507306880589988
146,TSLA220826C00805000,TSLA,911.8701171875,1.1327579095496894,C,805.0,8,0.5950357879638672,113.7,109.55,110.8,110.175,0.0008931521739130434,0.0,109.55982845917981,109.5373643548038
147,TSLA220826P00805000,TSLA,911.8701171875,1.1327579095496894,P,805.0,8,0.5423019403076172,2.35,2.3,2.35,2.325,0.0008931521739130434,0.0,1.783952335766159,1.7672701268052422
148,TSLA220826C00810000,TSLA,911.8701171875,1.1257655767746915,C,810.0,8,0.5855754333496093,105.15,104.85,106.1,105.475,0.0008931521739130434,0.0,104.82261937991711,104.82558602826103
149,TSLA220826P00810000,TSLA,911.8701171875,1.1257655767746915,P,810.0,8,0.5383346948242189,2.65,2.62,2.7,2.66,0.0008931521739130434,0.0,2.0681186546105934,2.071141979922345
150,TSLA220826C00815000,TSLA,911.8701171875,1.1188590394938651,C,815.0,8,0.5983316534423828,102.7,100.75,102.0,101.375,0.0008931521739130434,0.0,100.60281162544265,100.58146189735317
151,TSLA220826P00815000,TSLA,911.8701171875,1.1188590394938651,P,815.0,8,0.5330857238769531,3.03,2.97,3.05,3.01,0.0008931521739130434,0.0,2.368147898964125,2.3529726779019744
152,TSLA220826C00820000,TSLA,911.8701171875,1.112036728277439,C,820.0,8,0.5952188916015625,100.0,96.6,97.3,96.94999999999999,0.0008931521739130434,0.0,96.11188530880872,96.12137819635129
153,TSLA220826P00820000,TSLA,911.8701171875,1.112036728277439,P,820.0,8,0.5277757183837892,3.4,3.35,3.45,3.4000000000000004,0.0008931521739130434,0.0,2.706367048205692,2.7106041926408726
154,TSLA220826C00825000,TSLA,911.8701171875,1.1052971117424242,C,825.0,8,0.5674481732177734,93.0,91.3,92.4,91.85,0.0008931521739130434,0.0,91.03966980875487,91.04801013478901
155,TSLA220826P00825000,TSLA,911.8701171875,1.1052971117424242,P,825.0,8,0.5258836474609375,3.89,3.85,4.0,3.925,0.0008931521739130434,0.0,3.164350569745949,3.150969102047438
156,TSLA220826C00830000,TSLA,911.8701171875,1.0986386954066265,C,830.0,8,0.5588423022460938,90.25,86.8,87.85,87.32499999999999,0.0008931521739130434,0.0,86.46958346469262,86.44816829881276
157,TSLA220826P00830000,TSLA,911.8701171875,1.0986386954066265,P,830.0,8,0.5226488165283203,4.48,4.4,4.55,4.475,0.0008931521739130434,0.0,3.652228308240481,3.659559169175375
158,TSLA220826C00835000,TSLA,911.8701171875,1.0920600205838322,C,835.0,8,0.5534102276611328,81.97,82.4,83.5,82.95,0.0008931521739130434,0.0,82.03546945329799,82.04653611148507
159,TSLA220826P00835000,TSLA,911.8701171875,1.0920600205838322,P,835.0,8,0.5205126074218749,5.13,5.05,5.2,5.125,0.0008931521739130434,0.0,4.2324151624070225,4.217351545187821
160,TSLA220826C00840000,TSLA,911.8701171875,1.0855596633184523,C,840.0,8,0.5668378277587891,78.5,79.0,79.6,79.3,0.0008931521739130434,0.0,78.25659959815448,78.24093784285628
161,TSLA220826P00840000,TSLA,911.8701171875,1.0855596633184523,P,840.0,8,0.5138598419189453,5.7,5.6,5.8,5.699999999999999,0.0008931521739130434,0.0,4.755677905730778,4.76503526713438
162,TSLA220826C00845000,TSLA,911.8701171875,1.0791362333579881,C,845.0,8,0.5476119458007813,74.04,74.1,75.05,74.57499999999999,0.0008931521739130434,0.0,73.52555856778838,73.53847396083474
163,TSLA220826P00845000,TSLA,911.8701171875,1.0791362333579881,P,845.0,8,0.511174321899414,6.58,6.4,6.55,6.475,0.0008931521739130434,0.0,5.462402517344117,5.45159911137394
164,TSLA220826C00850000,TSLA,911.8701171875,1.0727883731617647,C,850.0,8,0.5501753967285157,70.63,70.25,71.2,70.725,0.0008931521739130434,0.0,69.58827316758095,69.57461800771421
165,TSLA220826P00850000,TSLA,911.8701171875,1.0727883731617647,P,850.0,8,0.5101977691650392,7.54,7.3,7.5,7.4,0.0008931521739130434,0.0,6.3109513365523355,6.325625702058069
166,TSLA220826C00855000,TSLA,911.8701171875,1.0665147569444444,C,855.0,8,0.5368088311767578,70.13,65.9,66.75,66.325,0.0008931521739130434,0.0,65.16262380999683,65.1723684479927
167,TSLA220826P00855000,TSLA,911.8701171875,1.0665147569444444,P,855.0,8,0.5086719055175781,8.58,8.3,8.5,8.4,0.0008931521739130434,0.0,7.239005786814346,7.218396220088857
168,TSLA220826C00860000,TSLA,911.8701171875,1.060314089752907,C,860.0,8,0.5440719421386719,62.75,62.45,63.3,62.875,0.0008931521739130434,0.0,61.61051391748185,61.604239833625584
169,TSLA220826P00860000,TSLA,911.8701171875,1.060314089752907,P,860.0,8,0.509495871887207,9.5,9.5,9.7,9.6,0.0008931521739130434,0.0,8.361104832165097,8.380893837499944
170,TSLA220826C00865000,TSLA,911.8701171875,1.0541851065751444,C,865.0,8,0.5449874603271485,58.99,58.95,59.6,59.275000000000006,0.0008931521739130434,0.0,57.93710129873614,57.958661985328035
171,TSLA220826P00865000,TSLA,911.8701171875,1.0541851065751444,P,865.0,8,0.5042774182128906,10.8,10.6,10.7,10.649999999999999,0.0008931521739130434,0.0,9.356795958265877,9.327410544526886
172,TSLA220826C00867500,TSLA,911.8701171875,1.0511471091498559,C,867.5,8,0.5327195166015625,57.05,56.6,57.25,56.925,0.0008931521739130434,0.0,55.596627409596636,55.62116721672056
173,TSLA220826P00867500,TSLA,911.8701171875,1.0511471091498559,P,867.5,8,0.5063831100463867,10.85,11.35,11.5,11.425,0.0008931521739130434,0.0,10.08959076186133,10.10412001186712
174,TSLA220826C00870000,TSLA,911.8701171875,1.048126571479885,C,870.0,8,0.5355881402587892,55.0,55.1,55.5,55.3,0.0008931521739130434,0.0,53.92961961886988,53.93260267653923
175,TSLA220826P00870000,TSLA,911.8701171875,1.048126571479885,P,870.0,8,0.5045215563964844,12.33,11.95,12.15,12.05,0.0008931521739130434,0.0,10.687480183879586,10.71059736960777
176,TSLA220826C00872500,TSLA,911.8701171875,1.0451233434813754,C,872.5,8,0.5310105493164063,53.15,53.0,53.7,53.35,0.0008931521739130434,0.0,51.96415340053841,51.938336842964645
177,TSLA220826P00872500,TSLA,911.8701171875,1.0451233434813754,P,872.5,8,0.507817421875,13.04,12.75,13.15,12.95,0.0008931521739130434,0.0,11.541657990437955,11.538811719418211
178,TSLA220826C00875000,TSLA,911.8701171875,1.0421372767857142,C,875.0,8,0.5350693466186524,53.5,51.5,52.2,51.85,0.0008931521739130434,0.0,50.418495703764506,50.43861308515065
179,TSLA220826P00875000,TSLA,911.8701171875,1.0421372767857142,P,875.0,8,0.505742247314453,13.72,13.5,13.75,13.625,0.0008931521739130434,0.0,12.192193359318537,12.182347010503186
180,TSLA220826C00877500,TSLA,911.8701171875,1.0391682247150997,C,877.5,8,0.5393722821044924,53.8,50.05,50.75,50.4,0.0008931521739130434,0.0,48.924281282122365,48.95084629538926
181,TSLA220826P00877500,TSLA,911.8701171875,1.0391682247150997,P,877.5,8,0.5051319018554687,14.75,14.25,14.55,14.4,0.0008931521739130434,0.0,12.939707073561465,12.96284622702203
182,TSLA220826C00880000,TSLA,911.8701171875,1.0362160422585227,C,880.0,8,0.5312241702270508,47.8,48.15,48.55,48.349999999999994,0.0008931521739130434,0.0,46.8746969814739,46.88066980578395
183,TSLA220826P00880000,TSLA,911.8701171875,1.0362160422585227,P,880.0,8,0.5009205181884766,15.0,14.85,15.2,15.024999999999999,0.0008931521739130434,0.0,13.55014383681845,13.574643464954205
184,TSLA220826C00882500,TSLA,911.8701171875,1.0332805860481586,C,882.5,8,0.53281106842041,47.0,46.45,47.2,46.825,0.0008931521739130434,0.0,45.31763781977179,45.29946609647884
185,TSLA220826P00882500,TSLA,911.8701171875,1.0332805860481586,P,882.5,8,0.5030262100219728,15.84,15.95,16.05,16.0,0.0008931521739130434,0.0,14.49098673724626,14.48210981191135
186,TSLA220826C00885000,TSLA,911.8701171875,1.030361714336158,C,885.0,8,0.5318650329589845,45.25,44.85,45.55,45.2,0.0008931521739130434,0.0,43.671536118191966,43.69405267729172
187,TSLA220826P00885000,TSLA,911.8701171875,1.030361714336158,P,885.0,8,0.5048877636718749,17.05,16.85,17.15,17.0,0.0008931521739130434,0.0,15.458615861324802,15.461789922117834
188,TSLA220826C00887500,TSLA,911.8701171875,1.027459286971831,C,887.5,8,0.5275010629272462,44.1,43.2,43.65,43.425,0.0008931521739130434,0.0,41.886882893466804,41.91784067052549
189,TSLA220826P00887500,TSLA,911.8701171875,1.027459286971831,P,887.5,8,0.5008900009155274,16.6,17.45,18.0,17.725,0.0008931521739130434,0.0,16.173378612774343,16.201896925780378
190,TSLA220826C00890000,TSLA,911.8701171875,1.0245731653792134,C,890.0,8,0.5328415856933593,44.0,41.85,42.55,42.2,0.0008931521739130434,0.0,40.62229233809012,40.62626220119329
191,TSLA220826P00890000,TSLA,911.8701171875,1.0245731653792134,P,890.0,8,0.5019275881958009,18.93,18.45,18.75,18.6,0.0008931521739130434,0.0,17.171832780321495,17.193240601900797
192,TSLA220826C00895000,TSLA,911.8701171875,1.0188492929469273,C,895.0,8,0.5264634756469727,38.15,38.65,39.2,38.925,0.0008931521739130434,0.0,37.33132337097129,37.35473134659607
193,TSLA220826P00895000,TSLA,911.8701171875,1.0188492929469273,P,895.0,8,0.502080174560547,20.95,20.5,20.8,20.65,0.0008931521739130434,0.0,19.182257416838127,19.194891160050744
194,TSLA220826C00900000,TSLA,911.8701171875,1.0131890190972221,C,900.0,8,0.5259751992797851,36.7,35.85,36.35,36.1,0.0008931521739130434,0.0,34.477878088839816,34.48531007788278
195,TSLA220826P00900000,TSLA,911.8701171875,1.0131890190972221,P,900.0,8,0.5015308636474609,22.7,22.55,22.95,22.75,0.0008931521739130434,0.0,21.30251880080175,21.31862537902948
196,TSLA220826C00905000,TSLA,911.8701171875,1.0075912897099448,C,905.0,8,0.5249070947265625,35.56,33.1,33.65,33.375,0.0008931521739130434,0.0,31.733794442737235,31.758878256637853
197,TSLA220826P00905000,TSLA,911.8701171875,1.0075912897099448,P,905.0,8,0.5064746618652343,25.55,25.4,25.7,25.549999999999997,0.0008931521739130434,0.0,23.862586734433478,23.88460983373325
198,TSLA220826C00910000,TSLA,911.8701171875,1.0020550738324177,C,910.0,8,0.5254564056396485,31.21,30.65,31.1,30.875,0.0008931521739130434,0.0,29.217038172779496,29.224543722216758
199,TSLA220826P00910000,TSLA,911.8701171875,1.0020550738324177,P,910.0,8,0.5049793154907226,28.23,27.8,28.05,27.925,0.0008931521739130434,0.0,26.228623545903304,26.237682532925795
200,TSLA220826C00912500,TSLA,911.8701171875,0.9993097174657535,C,912.5,8,0.5327500338745117,30.15,29.85,30.3,30.075000000000003,0.0008931521739130434,0.0,28.389501070395397,28.370288986647914
201,TSLA220826P00912500,TSLA,911.8701171875,0.9993097174657535,P,912.5,8,0.5013477600097658,28.75,28.75,29.0,28.875,0.0008931521739130434,0.0,27.311027486843955,27.294520710190586
202,TSLA220826C00915000,TSLA,911.8701171875,0.9965793630464481,C,915.0,8,0.5307053765869141,28.95,28.6,28.95,28.775,0.0008931521739130434,0.0,27.094479052375334,27.1196337058758
203,TSLA220826P00915000,TSLA,911.8701171875,0.9965793630464481,P,915.0,8,0.5028125891113282,30.6,30.0,30.4,30.2,0.0008931521739130434,0.0,28.70426107163854,28.73046348068953
204,TSLA220826C00917500,TSLA,911.8701171875,0.9938638879427792,C,917.5,8,0.5245714047241211,27.18,27.1,27.45,27.275,0.0008931521739130434,0.0,25.613984975140966,25.648200799600414
205,TSLA220826P00917500,TSLA,911.8701171875,0.9938638879427792,P,917.5,8,0.5018970709228516,31.95,31.2,31.7,31.45,0.0008931521739130434,0.0,30.00585478561385,30.038284317749245
206,TSLA220826C00920000,TSLA,911.8701171875,0.9911631708559783,C,920.0,8,0.5257310610961915,26.5,26.05,26.4,26.225,0.0008931521739130434,0.0,24.56087111806255,24.569633862266397
207,TSLA220826P00920000,TSLA,911.8701171875,0.9911631708559783,P,920.0,8,0.5021717263793947,32.99,32.7,33.1,32.900000000000006,0.0008931521739130434,0.0,31.40780422884791,31.410241387176992
208,TSLA220826C00922500,TSLA,911.8701171875,0.988477091802168,C,922.5,8,0.5254564056396485,25.07,25.05,25.2,25.125,0.0008931521739130434,0.0,23.465061902858906,23.44377904796377
209,TSLA220826P00922500,TSLA,911.8701171875,0.988477091802168,P,922.5,8,0.5005237936401368,33.05,34.15,34.7,34.425,0.0008931521739130434,0.0,32.74285553704533,32.73513476698329
210,TSLA220826C00925000,TSLA,911.8701171875,0.9858055320945946,C,925.0,8,0.5255174401855469,24.09,23.9,24.25,24.075,0.0008931521739130434,0.0,22.421390930363373,22.44451763947956
211,TSLA220826P00925000,TSLA,911.8701171875,0.9858055320945946,P,925.0,8,0.5035450036621094,34.02,35.85,36.25,36.05,0.0008931521739130434,0.0,34.362928856524434,34.39113272555182
212,TSLA220826C00930000,TSLA,911.8701171875,0.9805055023521505,C,930.0,8,0.5310410665893556,22.26,22.15,22.6,22.375,0.0008931521739130434,0.0,20.719386553932793,20.733427564338545
213,TSLA220826P00930000,TSLA,911.8701171875,0.9805055023521505,P,930.0,8,0.5025684509277344,38.86,38.85,39.15,39.0,0.0008931521739130434,0.0,37.3339223156147,37.330973919972074
214,TSLA220826C00935000,TSLA,911.8701171875,0.9752621574197861,C,935.0,8,0.5231370928955077,20.24,19.95,20.15,20.049999999999997,0.0008931521739130434,0.0,18.44458798746848,18.464585735651806
215,TSLA220826P00935000,TSLA,911.8701171875,0.9752621574197861,P,935.0,8,0.5051319018554687,40.05,42.0,42.55,42.275,0.0008931521739130434,0.0,40.62661785386945,40.654202364888185
216,TSLA220826C00940000,TSLA,911.8701171875,0.9700745927526596,C,940.0,8,0.5275010629272462,18.61,18.4,18.65,18.525,0.0008931521739130434,0.0,16.935827384886295,16.951164430654604
217,TSLA220826P00940000,TSLA,911.8701171875,0.9700745927526596,P,940.0,8,0.5063525927734375,46.19,45.3,45.9,45.599999999999994,0.0008931521739130434,0.0,43.97923460250968,43.9767249647371
218,TSLA220826C00945000,TSLA,911.8701171875,0.9649419229497355,C,945.0,8,0.5312241702270508,16.4,16.8,17.35,17.075000000000003,0.0008931521739130434,0.0,15.509102392367879,15.516831656407645
219,TSLA220826P00945000,TSLA,911.8701171875,0.9649419229497355,P,945.0,8,0.5086413882446289,47.2,48.75,49.45,49.1,0.0008931521739130434,0.0,47.50927273514833,47.53341167858523
220,TSLA220826C00950000,TSLA,911.8701171875,0.95986328125,C,950.0,8,0.5329636547851562,15.45,15.45,15.8,15.625,0.0008931521739130434,0.0,14.09595256933926,14.118042711197617
221,TSLA220826P00950000,TSLA,911.8701171875,0.95986328125,P,950.0,8,0.5014087945556642,52.4,51.85,52.6,52.225,0.0008931521739130434,0.0,50.70502214073781,50.695095247793226
222,TSLA220826C00955000,TSLA,911.8701171875,0.9548378190445026,C,955.0,8,0.5330857238769531,13.9,13.95,14.45,14.2,0.0008931521739130434,0.0,12.716279490262934,12.711101422110126
223,TSLA220826P00955000,TSLA,911.8701171875,0.9548378190445026,P,955.0,8,0.5045825909423829,60.6,55.35,56.0,55.675,0.0008931521739130434,0.0,54.51751524101917,54.540023771915315
224,TSLA220826C00960000,TSLA,911.8701171875,0.9498647054036459,C,960.0,8,0.5347031393432617,12.95,12.8,13.1,12.95,0.0008931521739130434,0.0,11.511868272455104,11.535751936472177
225,TSLA220826P00960000,TSLA,911.8701171875,0.9498647054036459,P,960.0,8,0.5093738027954101,64.3,58.95,59.95,59.45,0.0008931521739130434,0.0,58.502097960822425,58.5046300246856
226,TSLA220826C00965000,TSLA,911.8701171875,0.944943126619171,C,965.0,8,0.5353440020751954,11.7,11.7,11.8,11.75,0.0008931521739130434,0.0,10.363336180836086,10.340798624229725
227,TSLA220826P00965000,TSLA,911.8701171875,0.944943126619171,P,965.0,8,0.5040943145751953,64.3,63.35,63.7,63.525000000000006,0.0008931521739130434,0.0,62.15479012932883,62.17346056299013
228,TSLA220826C00970000,TSLA,911.8701171875,0.9400722857603093,C,970.0,8,0.5378464184570313,10.7,10.55,10.9,10.725000000000001,0.0008931521739130434,0.0,9.386922962688232,9.408920135389957
229,TSLA220826P00970000,TSLA,911.8701171875,0.9400722857603093,P,970.0,8,0.5046436254882812,66.51,67.05,67.9,67.475,0.0008931521739130434,0.0,66.16053213803173,66.15807456078578
230,TSLA220826C00975000,TSLA,911.8701171875,0.9352514022435897,C,975.0,8,0.5390671093750001,9.75,9.65,9.8,9.725000000000001,0.0008931521739130434,0.0,8.443375999055831,8.424800422393583
231,TSLA220826P00975000,TSLA,911.8701171875,0.9352514022435897,P,975.0,8,0.5109301837158204,69.15,71.4,72.1,71.75,0.0008931521739130434,0.0,70.47358442170264,70.48137326195075
232,TSLA220826C00980000,TSLA,911.8701171875,0.9304797114158163,C,980.0,8,0.5401046966552736,8.8,8.7,8.9,8.8,0.0008931521739130434,0.0,7.575342914664475,7.58984884733074
233,TSLA220826P00980000,TSLA,911.8701171875,0.9304797114158163,P,980.0,8,0.5003101727294923,76.55,75.05,75.8,75.425,0.0008931521739130434,0.0,74.2531515161213,74.24596538938177
234,TSLA220826C00985000,TSLA,911.8701171875,0.9257564641497462,C,985.0,8,0.5443160803222657,7.93,7.95,8.2,8.075,0.0008931521739130434,0.0,6.896878781332191,6.900461360273782
235,TSLA220826P00985000,TSLA,911.8701171875,0.9257564641497462,P,985.0,8,0.5139819110107422,78.24,79.7,80.55,80.125,0.0008931521739130434,0.0,78.96275290834285,78.95965158784657
236,TSLA220826C00990000,TSLA,911.8701171875,0.9210809264520202,C,990.0,8,0.5455978057861328,7.2,7.2,7.4,7.300000000000001,0.0008931521739130434,0.0,6.18053807631,6.177821386199955
237,TSLA220826P00990000,TSLA,911.8701171875,0.9210809264520202,P,990.0,8,0.5028125891113282,84.69,83.6,84.35,83.975,0.0008931521739130434,0.0,82.92248917837674,82.92260305680973
238,TSLA220826C00995000,TSLA,911.8701171875,0.9164523790829145,C,995.0,8,0.5485274639892579,6.6,6.55,6.75,6.65,0.0008931521739130434,0.0,5.582294001571654,5.594397226213122
239,TSLA220826P00995000,TSLA,911.8701171875,0.9164523790829145,P,995.0,8,0.5123950128173829,86.77,88.15,89.1,88.625,0.0008931521739130434,0.0,87.59702035080693,87.58944643025889
240,TSLA220826C01000000,TSLA,911.8701171875,0.9118701171875,C,1000.0,8,0.5512740185546876,6.07,5.95,6.15,6.050000000000001,0.0008931521739130434,0.0,5.033675461957017,5.005561980391246
241,TSLA220826P01000000,TSLA,911.8701171875,0.9118701171875,P,1000.0,8,0.5072681109619142,92.67,92.4,93.3,92.85,0.0008931521739130434,0.0,91.90442055497772,91.91170805035824
242,TSLA220826C01020000,TSLA,911.8701171875,0.8939903109681373,C,1020.0,8,0.5640912731933594,4.1,4.1,4.25,4.175,0.0008931521739130434,0.0,3.3520588743492397,3.358501866472444
243,TSLA220826P01020000,TSLA,911.8701171875,0.8939903109681373,P,1020.0,8,0.514653291015625,107.7,109.9,111.15,110.525,0.0008931521739130434,0.0,110.41127051705496,110.41727657886997
244,TSLA220826C01025000,TSLA,911.8701171875,0.8896293826219512,C,1025.0,8,0.5690961059570312,3.9,3.75,3.95,3.85,0.0008931521739130434,0.0,3.065601335142844,3.059577110301752
245,TSLA220826P01025000,TSLA,911.8701171875,0.8896293826219512,P,1025.0,8,0.5377243493652344,114.55,114.5,116.3,115.4,0.0008931521739130434,0.0,115.52918570084273,115.53502186893324
246,TSLA220826C01040000,TSLA,911.8701171875,0.8767981896033654,C,1040.0,8,0.5833781896972656,2.99,2.93,3.1,3.015,0.0008931521739130434,0.0,2.341787485386021,2.338121654389479
247,TSLA220826P01040000,TSLA,911.8701171875,0.8767981896033654,P,1040.0,8,0.5033008654785156,134.78,129.15,130.35,129.75,0.0008931521739130434,0.0,129.24168877170314,129.24643747009154
248,TSLA220826C01050000,TSLA,911.8701171875,0.8684477306547619,C,1050.0,8,0.5922892333984376,2.54,2.52,2.6,2.56,0.0008931521739130434,0.0,1.9539671368549847,1.9536476538972054
249,TSLA220826P01050000,TSLA,911.8701171875,0.8684477306547619,P,1050.0,8,0.5604292004394531,136.25,138.2,140.2,139.2,0.0008931521739130434,0.0,139.5939420926709,139.58157955496716
250,TSLA220826C01060000,TSLA,911.8701171875,0.8602548275353774,C,1060.0,8,0.6019326916503909,2.19,2.14,2.24,2.1900000000000004,0.0008931521739130434,0.0,1.6447494030568848,1.6290103015003334
251,TSLA220826P01060000,TSLA,911.8701171875,0.8602548275353774,P,1060.0,8,0.5565229895019532,145.37,148.35,149.7,149.02499999999998,0.0008931521739130434,0.0,149.18922652031154,149.18354207736076
252,TSLA220826C01075000,TSLA,911.8701171875,0.8482512718023256,C,1075.0,8,0.6178016735839844,1.84,1.71,1.82,1.7650000000000001,0.0008931521739130434,0.0,1.2943827343777201,1.2906148954802978
253,TSLA220826P01075000,TSLA,911.8701171875,0.8482512718023256,P,1075.0,8,0.540287800292969,159.2,162.1,164.05,163.075,0.0008931521739130434,0.0,163.68440671934968,163.68915334116943
254,TSLA220826C01080000,TSLA,911.8701171875,0.8443241825810185,C,1080.0,8,0.6265906481933594,1.68,1.66,1.73,1.6949999999999998,0.0008931521739130434,0.0,1.2359467156129753,1.224353036928601
255,TSLA220826P01080000,TSLA,911.8701171875,0.8443241825810185,P,1080.0,8,0.51562984375,171.95,167.1,168.75,167.925,0.0008931521739130434,0.0,168.46176214130912,168.46677767096395
256,TSLA220826C01100000,TSLA,911.8701171875,0.8289728338068182,C,1100.0,8,0.6480748083496093,1.3,1.28,1.32,1.3,0.0008931521739130434,0.0,0.9194659151046309,0.9120646723214574
257,TSLA220826P01100000,TSLA,911.8701171875,0.8289728338068182,P,1100.0,8,0.5459029785156251,182.7,188.2,188.65,188.425,0.0008931521739130434,0.0,188.38714099931428,188.393088368894
258,TSLA220826C01120000,TSLA,911.8701171875,0.8141697474888393,C,1120.0,8,0.6713900048828126,1.04,1.02,1.04,1.03,0.0008931521739130434,0.0,0.7085072244995629,0.7054895176863383
259,TSLA220826P01120000,TSLA,911.8701171875,0.8141697474888393,P,1120.0,8,0.6074258007812501,205.1,207.6,208.75,208.175,0.0008931521739130434,0.0,208.45441267494857,208.45702974250946
260,TSLA220826C01125000,TSLA,911.8701171875,0.8105512152777777,C,1125.0,8,0.6784700122070313,1.01,0.96,1.01,0.985,0.0008931521739130434,0.0,0.6740926252038406,0.6681657424945098
261,TSLA220826P01125000,TSLA,911.8701171875,0.8105512152777777,P,1125.0,8,0.6101113208007813,208.85,212.55,213.7,213.125,0.0008931521739130434,0.0,213.41868571056204,213.42460557295416
262,TSLA220902C00760000,TSLA,911.8701171875,1.1998291015625,C,760.0,15,0.6462437719726561,156.48,154.9,157.95,156.425,0.0008802173913043477,0.0,155.97143205291957,155.96142830906007
263,TSLA220902P00760000,TSLA,911.8701171875,1.1998291015625,P,760.0,15,0.5607954077148438,2.47,2.49,2.6,2.545,0.0008802173913043477,0.0,2.182472416087755,2.180808436674387
264,TSLA220902C00765000,TSLA,911.8701171875,1.1919870812908497,C,765.0,15,0.6131630480957033,155.15,149.85,152.15,151.0,0.0008802173913043477,0.0,150.59044032521172,150.56020404760534
265,TSLA220902P00765000,TSLA,911.8701171875,1.1919870812908497,P,765.0,15,0.5546309185791016,2.82,2.7,2.83,2.765,0.0008802173913043477,0.0,2.3813556929186177,2.360759866439729
266,TSLA220902C00770000,TSLA,911.8701171875,1.1842469054383118,C,770.0,15,0.6280554772949221,161.0,145.7,148.2,146.95,0.0008802173913043477,0.0,146.4617907760878,146.46819121208617
267,TSLA220902P00770000,TSLA,911.8701171875,1.1842469054383118,P,770.0,15,0.5515181567382813,3.05,3.0,3.15,3.075,0.0008802173913043477,0.0,2.6631204482798765,2.6628618219184426
268,TSLA220902C00775000,TSLA,911.8701171875,1.1766066028225806,C,775.0,15,0.6209144354248048,141.95,141.1,143.5,142.3,0.0008802173913043477,0.0,141.78787390914,141.77283123856037
269,TSLA220902P00775000,TSLA,911.8701171875,1.1766066028225806,P,775.0,15,0.5468184967041017,3.43,3.3,3.45,3.375,0.0008802173913043477,0.0,2.9368060140058603,2.938795658907776
270,TSLA220902C00780000,TSLA,911.8701171875,1.1690642528044872,C,780.0,15,0.6078530426025393,138.8,136.2,138.75,137.475,0.0008802173913043477,0.0,136.95500076475628,136.9262665540893
271,TSLA220902P00780000,TSLA,911.8701171875,1.1690642528044872,P,780.0,15,0.543949873046875,3.65,3.65,3.85,3.75,0.0008802173913043477,0.0,3.28162818500536,3.2553971694075727
272,TSLA220902C00785000,TSLA,911.8701171875,1.161617983678344,C,785.0,15,0.6024820025634767,134.94,132.0,133.85,132.925,0.0008802173913043477,0.0,132.37597095488354,132.3830526092002
273,TSLA220902P00785000,TSLA,911.8701171875,1.161617983678344,P,785.0,15,0.5380905566406251,3.92,4.0,4.15,4.075,0.0008802173913043477,0.0,3.580896054782272,3.582015431339051
274,TSLA220902C00790000,TSLA,911.8701171875,1.1542659711234178,C,790.0,15,0.6003457934570313,131.83,127.1,129.95,128.52499999999998,0.0008802173913043477,0.0,127.9389478271537,127.94630862095894
275,TSLA220902P00790000,TSLA,911.8701171875,1.1542659711234178,P,790.0,15,0.5346726220703125,4.3,4.35,4.65,4.5,0.0008802173913043477,0.0,3.9755495938504026,3.979918149102577
276,TSLA220902C00795000,TSLA,911.8701171875,1.1470064367138364,C,795.0,15,0.5772747351074219,136.32,122.35,124.4,123.375,0.0008802173913043477,0.0,122.80689465295393,122.81041928271308
277,TSLA220902P00795000,TSLA,911.8701171875,1.1470064367138364,P,795.0,15,0.5330246893310546,5.05,4.95,5.1,5.025,0.0008802173913043477,0.0,4.461835831986164,4.434618857051184
278,TSLA220902C00800000,TSLA,911.8701171875,1.139837646484375,C,800.0,15,0.5863688824462892,119.85,118.45,120.5,119.475,0.0008802173913043477,0.0,118.83845486492157,118.83793739958226
279,TSLA220902P00800000,TSLA,911.8701171875,1.139837646484375,P,800.0,15,0.5300339965820313,5.48,5.45,5.65,5.550000000000001,0.0008802173913043477,0.0,4.951868942190529,4.961273175555014
280,TSLA220902C00805000,TSLA,911.8701171875,1.1327579095496894,C,805.0,15,0.565006791381836,117.55,113.1,115.7,114.4,0.0008802173913043477,0.0,113.77825811929154,113.78724451050715
281,TSLA220902P00805000,TSLA,911.8701171875,1.1327579095496894,P,805.0,15,0.5264939929199219,5.62,6.0,6.2,6.1,0.0008802173913043477,0.0,5.467857425677721,5.468844933147655
282,TSLA220902C00810000,TSLA,911.8701171875,1.1257655767746915,C,810.0,15,0.559574716796875,113.2,108.85,111.15,110.0,0.0008802173913043477,0.0,109.34704924358061,109.36132884974073
283,TSLA220902P00810000,TSLA,911.8701171875,1.1257655767746915,P,810.0,15,0.5230760583496092,6.72,6.55,6.85,6.699999999999999,0.0008802173913043477,0.0,6.034275062691123,6.018293114016512
284,TSLA220902C00815000,TSLA,911.8701171875,1.1188590394938651,C,815.0,15,0.5713238668823243,109.49,105.25,107.6,106.425,0.0008802173913043477,0.0,105.69491306556642,105.68557597185901
285,TSLA220902P00815000,TSLA,911.8701171875,1.1188590394938651,P,815.0,15,0.5225877819824218,7.37,7.35,7.6,7.475,0.0008802173913043477,0.0,6.766185251149977,6.782535304732648
286,TSLA220902C00820000,TSLA,911.8701171875,1.112036728277439,C,820.0,15,0.5544783322143555,103.77,101.25,101.95,101.6,0.0008802173913043477,0.0,100.87219396621606,100.88674712119308
